        Name,Clock.Today,ExtraVariables.Script.AccumPlantN,ExtraVariables.Script.AccumMineralisation,ExtraVariables.Script.AccumDenit,ExtraVariables.Script.AccumFert,ExtraVariables.Script.AccumLeach,ExtraVariables.Script.AccumDetach,ExtraVariables.Script.DeltaSoilOMN,ExtraVariables.Script.DeltaSurfaceOMN,ExtraVariables.Script.DeltaSoilMineralN,ExtraVariables.Script.SWC,ExtraVariables.Script.DUL,ExtraVariables.Script.OutFlowLat,ExtraVariables.Script.AccumEO,ExtraVariables.Script.AccumEP,ExtraVariables.Script.AccumES,ExtraVariables.Script.AccumDrainage,ExtraVariables.Script.AccumRunoff,ExtraVariables.Script.AccumRainfall,ExtraVariables.Script.AccumIrrigation,ExtraVariables.Script.AccumOutflowLat,ExtraVariables.Script.SoilWaterDeficit,ExtraVariables.Script.SoilNitrogenContent,ExtraVariables.Script.FomN,ExtraVariables.Script.HumN,ExtraVariables.Script.BiomN,ExtraVariables.Script.DltNMinRes,ExtraVariables.Script.DltNMinTot,MicroClimate.net_radn,MicroClimate.peta,MicroClimate.petr,Soil.SoilWater.Drainage,Soil.SoilWater.Runoff,Soil.SoilWater.Eo,Soil.SoilWater.Es,Soil.SoilWater.pond,Soil.SoilWater.SWmm(1),Soil.SoilWater.SWmm(2),Soil.SoilWater.SWmm(3),Soil.SoilWater.SWmm(4),Soil.SoilWater.SWmm(5),Soil.SoilWater.SWmm(6),Soil.NO3N(1),Soil.NO3N(2),Soil.NO3N(3),Soil.NO3N(4),Soil.NO3N(5),Soil.NO3N(6),MCSP.Leaf.Live.Wt,MCSP.Root.Live.Wt,MCSP.Product.Live.Wt,MCSP.Leaf.Live.N,MCSP.Root.Live.N,MCSP.Product.Live.N,MCSP.Leaf.Live.NConc,MCSP.Root.Live.NConc,MCSP.Product.Live.NConc,MCSP.Root.WaterSupply,MCSP.Root.WaterUptake,MCSP.Leaf.Transpiration,MCSP.Leaf.WaterDemand,MCSP.Root.Depth,MCSP.Leaf.CoverTotal,MCSP.Leaf.CoverDead,MCSP.Leaf.LAI,MCSP.Leaf.Height,MCSP.Leaf.PotentialBiomass.Value,MCSP.Product.LiveFWt,MCSP.OrganArbitrator.NDemand,MCSP.OrganArbitrator.NSupply,MCSP.Leaf.Fw,MCSP.Leaf.Fn,MCSP.Summariser.Total.Wt,MCSP.ExpectedYield.Value,MCSP.DryYield.Value,MCSP.TotalBiomassAtStartReproductive.Value,MCSP.TotalBiomassAtStartSenescence.Value,MCSP.Ymax.Value,MCSP.Summariser.Total.N,MCSP.OrganArbitrator.DMSupply,MCSP.OrganArbitrator.DMDemand,MCSP.Phenology.AccumulatedThermalTime.Value
MCSPTestBase, 1999-03-14,                         -140.348,                                   44.001,                          -4.941,                         50.000,                         -10.109,                            0.000,                            -7.176,                               -9.495,                                -88.728,                  303.636,                  285.000,                           0.000,                     -649.943,                     -217.002,                     -230.771,                            -69.189,                           -2.501,                            175.100,                              363.000,                                0.000,                                19.220,                                  221.272,                     5.152,                 14777.074,                    182.581,                          -0.039,                           0.312,                3.296,            0.000,            0.000,                  1.773,                0.000,            1.035,            1.012,                   ,                36.178,                70.770,                97.047,                48.045,                32.146,                19.450,       7.356,      26.664,     117.599,      45.672,      15.566,       6.036,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-15,                         -140.348,                                   44.314,                          -5.101,                         50.000,                         -10.659,                            0.000,                            -7.433,                               -9.510,                                -89.166,                  298.264,                  285.000,                           0.000,                     -652.723,                     -217.002,                     -233.492,                            -71.841,                           -2.501,                            175.100,                              363.000,                                0.000,                                18.636,                                  220.834,                     5.110,                 14776.944,                    182.480,                          -0.041,                           0.313,                9.017,            0.000,            0.000,                  2.652,                0.000,            2.780,            2.720,                   ,                33.000,                67.643,                96.434,                48.259,                32.758,                20.170,       7.580,      25.308,     113.939,      46.773,      17.614,       6.938,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-16,                         -140.348,                                   44.641,                          -5.207,                         50.000,                         -11.571,                            0.000,                            -7.706,                               -9.523,                                -89.897,                  291.611,                  285.000,                           0.000,                     -656.486,                     -217.002,                     -237.177,                            -74.808,                           -2.501,                            175.100,                              363.000,                                0.000,                                13.264,                                  220.103,                     5.069,                 14776.817,                    182.380,                          -0.040,                           0.327,               11.814,            0.000,            0.000,                  2.967,                0.000,            3.764,            3.686,                   ,                31.818,                64.236,                94.952,                47.540,                32.638,                20.427,       8.612,      24.146,     111.476,      46.539,      18.797,       7.681,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-17,                         -140.348,                                   44.960,                          -5.264,                         50.000,                         -12.686,                            0.000,                            -7.974,                               -9.537,                                -90.788,                  287.157,                  285.000,                           0.000,                     -659.049,                     -217.002,                     -239.597,                            -77.542,                           -2.501,                            175.800,                              363.000,                                0.000,                                 6.611,                                  219.212,                     5.026,                 14776.682,                    182.269,                          -0.039,                           0.319,                7.766,            0.000,            0.000,                  2.734,                0.000,            2.563,            2.420,                   ,                31.245,                63.089,                93.878,                46.626,                32.082,                20.237,       9.147,      23.837,     110.242,      45.853,      19.227,       8.112,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-18,                         -140.348,                                   45.301,                          -5.292,                         50.000,                         -13.782,                            0.000,                            -8.264,                               -9.550,                                -91.609,                  281.565,                  285.000,                           0.000,                     -662.498,                     -217.002,                     -242.978,                            -79.753,                           -2.501,                            175.800,                              363.000,                                0.000,                                 2.157,                                  218.391,                     4.982,                 14776.535,                    182.115,                          -0.038,                           0.341,               11.849,            0.000,            0.000,                  2.211,                0.000,            3.449,            3.381,                   ,                30.118,                60.921,                93.310,                45.949,                31.459,                19.809,      10.117,      23.213,     109.617,      45.288,      19.279,       8.282,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-19,                         -140.348,                                   45.661,                          -5.305,                         50.000,                         -14.706,                            0.000,                            -8.609,                               -9.554,                                -92.197,                  277.237,                  285.000,                           0.000,                     -665.525,                     -217.002,                     -245.684,                            -81.376,                           -2.501,                            175.800,                              363.000,                                0.000,                                -3.435,                                  217.803,                     4.933,                 14776.372,                    181.941,                          -0.011,                           0.360,                9.501,            0.000,            0.000,                  1.623,                0.000,            3.027,            2.706,                   ,                29.244,                59.490,                92.738,                45.504,                30.934,                19.328,      10.966,      23.121,     109.002,      44.895,      19.182,       8.295,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-20,                         -140.348,                                   46.064,                          -5.308,                         50.000,                         -15.402,                            0.000,                            -8.995,                               -9.558,                                -92.506,                  274.743,                  285.000,                           0.000,                     -669.585,                     -217.002,                     -247.082,                            -82.472,                           -2.501,                            175.800,                              363.000,                                0.000,                                -7.763,                                  217.494,                     4.882,                 14776.201,                    181.748,                          -0.013,                           0.403,               13.259,            0.000,            0.000,                  1.096,                0.000,            4.060,            1.398,                   ,                28.912,                58.904,                92.258,                45.227,                30.545,                18.897,      11.539,      23.416,     108.495,      44.638,      19.043,       8.235,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-21,                         -140.348,                                   46.483,                          -5.310,                         50.000,                         -15.880,                            0.000,                            -9.409,                               -9.559,                                -92.570,                  272.868,                  285.000,                           0.000,                     -673.629,                     -217.002,                     -248.261,                            -83.168,                           -2.501,                            175.800,                              363.000,                                0.000,                               -10.257,                                  217.430,                     4.832,                 14776.026,                    181.543,                          -0.003,                           0.418,               12.519,            0.000,            0.000,                  0.696,                0.000,            4.044,            1.179,                   ,                28.679,                58.468,                91.749,                45.102,                30.301,                18.569,      12.085,      23.791,     107.956,      44.532,      18.939,       8.161,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-22,                         -140.348,                                   46.913,                          -5.311,                         50.000,                         -16.186,                            0.000,                            -9.840,                               -9.559,                                -92.446,                  271.408,                  285.000,                           0.000,                     -677.151,                     -217.002,                     -249.499,                            -83.589,                           -2.501,                            176.000,                              363.000,                                0.000,                               -12.132,                                  217.554,                     4.781,                 14775.846,                    181.334,                           0.000,                           0.431,               10.571,            0.000,            0.000,                  0.421,                0.000,            3.522,            1.239,                   ,                28.503,                58.117,                91.237,                45.046,                30.161,                18.345,      12.612,      24.198,     107.416,      44.494,      18.875,       8.101,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-23,                         -140.348,                                   47.353,                          -5.311,                         50.000,                         -16.372,                            0.000,                           -10.279,                               -9.559,                                -92.193,                  292.064,                  285.000,                           0.000,                     -678.061,                     -217.002,                     -250.392,                            -83.835,                           -2.907,                            198.200,                              363.000,                                0.000,                               -13.592,                                  217.807,                     4.731,                 14775.670,                    181.217,                           0.000,                           0.440,                2.600,            0.000,            0.000,                  0.246,                0.405,            0.911,            0.893,                   ,                39.757,                66.002,                93.000,                45.021,                30.084,                18.201,      10.310,      26.102,     108.174,      44.488,      18.840,       8.059,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-24,                         -140.348,                                   47.781,                          -5.362,                         50.000,                         -16.481,                            0.000,                           -10.622,                               -9.581,                                -91.987,                  289.865,                  285.000,                           0.000,                     -680.068,                     -217.002,                     -252.362,                            -84.164,                           -2.907,                            198.300,                              363.000,                                0.000,                                 7.064,                                  218.013,                     4.684,                 14775.503,                    181.050,                          -0.064,                           0.428,                6.818,            0.000,            0.000,                  0.329,                0.000,            2.007,            1.970,                   ,                34.116,                67.698,                93.934,                45.523,                30.325,                18.269,       9.475,      26.416,     107.708,      45.177,      19.225,       8.167,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-25,                         -140.348,                                   48.194,                          -5.407,                         50.000,                         -16.628,                            0.000,                           -11.003,                               -9.590,                                -91.790,                  285.756,                  285.000,                           0.000,                     -683.707,                     -217.002,                     -255.936,                            -84.700,                           -2.907,                            198.300,                              363.000,                                0.000,                                 4.865,                                  218.210,                     4.640,                 14775.341,                    180.880,                          -0.024,                           0.413,               12.662,            0.000,            0.000,                  0.535,                0.000,            3.639,            3.574,                   ,                32.123,                64.846,                93.992,                45.781,                30.576,                18.438,      10.298,      25.384,     106.857,      45.618,      19.725,       8.380,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-26,                         -140.348,                                   48.593,                          -5.434,                         50.000,                         -16.871,                            0.000,                           -11.381,                               -9.595,                                -91.678,                  281.643,                  285.000,                           0.000,                     -687.798,                     -217.002,                     -259.413,                            -85.335,                           -2.907,                            198.300,                              363.000,                                0.000,                                 0.756,                                  218.322,                     4.597,                 14775.185,                    180.722,                          -0.016,                           0.399,               13.140,            0.000,            0.000,                  0.636,                0.000,            4.091,            3.477,                   ,                30.964,                62.528,                93.447,                45.597,                30.588,                18.520,      11.340,      24.617,     106.280,      45.524,      19.987,       8.558,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-27,                         -140.348,                                   48.978,                          -5.447,                         50.000,                         -17.165,                            0.000,                           -11.737,                               -9.602,                                -91.621,                  277.378,                  285.000,                           0.000,                     -691.717,                     -217.002,                     -263.074,                            -85.939,                           -2.907,                            198.300,                              363.000,                                0.000,                                -3.357,                                  218.379,                     4.554,                 14775.023,                    180.555,                          -0.021,                           0.384,               11.749,            0.000,            0.000,                  0.604,                0.000,            3.919,            3.661,                   ,                29.744,                60.296,                92.992,                45.379,                30.473,                18.494,      12.452,      24.032,     105.819,      45.355,      20.072,       8.658,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-28,                         -140.348,                                   49.375,                          -5.450,                         50.000,                         -17.447,                            0.000,                           -12.109,                               -9.609,                                -91.527,                  275.099,                  285.000,                           0.000,                     -695.994,                     -217.002,                     -264.875,                            -86.417,                           -2.907,                            198.300,                              363.000,                                0.000,                                -7.622,                                  218.473,                     4.507,                 14774.842,                    180.350,                          -0.019,                           0.398,               12.065,            0.000,            0.000,                  0.478,                0.000,            4.277,            1.801,                   ,                29.213,                59.420,                92.598,                45.171,                30.307,                18.391,      13.134,      24.130,     105.434,      45.164,      20.036,       8.683,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-29,                         -140.348,                                   49.819,                          -5.451,                         50.000,                         -17.673,                            0.000,                           -12.542,                               -9.612,                                -91.318,                  273.374,                  285.000,                           0.000,                     -699.475,                     -217.002,                     -266.264,                            -86.754,                           -2.907,                            198.300,                              363.000,                                0.000,                                -9.901,                                  218.682,                     4.450,                 14774.616,                    180.081,                          -0.008,                           0.444,                9.643,            0.000,            0.000,                  0.336,                0.000,            3.481,            1.389,                   ,                28.881,                58.836,                92.124,                45.077,                30.180,                18.275,      13.799,      24.446,     104.973,      45.092,      19.989,       8.673,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-30,                         -140.348,                                   50.370,                          -5.451,                         50.000,                         -17.833,                            0.000,                           -13.094,                               -9.612,                                -90.927,                  271.982,                  285.000,                           0.000,                     -701.150,                     -217.002,                     -267.437,                            -86.972,                           -2.907,                            198.300,                              363.000,                                0.000,                               -11.626,                                  219.073,                     4.386,                 14774.360,                    179.773,                           0.000,                           0.552,                4.842,            0.000,            0.000,                  0.219,                0.000,            1.676,            1.173,                   ,                28.648,                58.400,                91.620,                45.035,                30.100,                18.179,      14.470,      24.869,     104.489,      45.075,      19.955,       8.653,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-03-31,                         -140.348,                                   50.998,                          -5.452,                         50.000,                         -17.937,                            0.000,                           -13.721,                               -9.612,                                -90.404,                  270.813,                  285.000,                           0.000,                     -704.813,                     -217.002,                     -268.472,                            -87.107,                           -2.907,                            198.300,                              363.000,                                0.000,                               -13.018,                                  219.596,                     4.321,                 14774.093,                    179.450,                           0.000,                           0.627,               11.325,            0.000,            0.000,                  0.134,                0.000,            3.662,            1.035,                   ,                28.471,                58.050,                91.113,                45.016,                30.054,                18.110,      15.132,      25.332,     104.004,      45.082,      19.936,       8.637,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-04-01,                         -140.348,                                   51.652,                          -5.452,                         50.000,                         -18.001,                            0.000,                           -14.376,                               -9.612,                                -89.813,                  269.798,                  285.000,                           0.000,                     -706.913,                     -217.002,                     -269.408,                            -87.186,                           -2.907,                            198.300,                              363.000,                                0.000,                               -14.187,                                  220.187,                     4.266,                 14773.858,                    179.167,                           0.000,                           0.655,                7.126,            0.000,            0.000,                  0.079,                0.000,            2.100,            0.936,                   ,                28.328,                57.754,                90.616,                45.007,                30.028,                18.065,      15.727,      25.762,     103.517,      45.097,      19.927,       8.625,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-04-02,                         -140.348,                                   52.226,                          -5.452,                         50.000,                         -18.038,                            0.000,                           -14.950,                               -9.612,                                -89.277,                  268.891,                  285.000,                           0.000,                     -710.182,                     -217.002,                     -270.269,                            -87.231,                           -2.907,                            198.300,                              363.000,                                0.000,                               -15.202,                                  220.723,                     4.216,                 14773.646,                    178.914,                           0.000,                           0.574,               10.343,            0.000,            0.000,                  0.045,                0.000,            3.270,            0.861,                   ,                28.207,                57.493,                90.136,                45.003,                30.014,                18.037,      16.276,      26.162,     103.041,      45.114,      19.924,       8.618,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-04-03,                         -140.348,                                   52.740,                          -5.452,                         50.000,                         -18.060,                            0.000,                           -15.464,                               -9.612,                                -88.785,                  268.064,                  285.000,                           0.000,                     -713.451,                     -217.002,                     -271.071,                            -87.257,                           -2.907,                            198.300,                              363.000,                                0.000,                               -16.109,                                  221.215,                     4.176,                 14773.468,                    178.704,                           0.000,                           0.514,               11.116,            0.000,            0.000,                  0.025,                0.000,            3.268,            0.802,                   ,                28.099,                57.257,                89.678,                45.001,                30.007,                18.021,      16.768,      26.517,     102.576,      45.129,      19.923,       8.615,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
MCSPTestBase, 1999-04-04,                         -140.348,                                   53.170,                          -5.452,                         50.000,                         -18.072,                            0.000,                           -15.893,                               -9.612,                                -88.368,                  267.297,                  285.000,                           0.000,                     -716.508,                     -217.002,                     -271.824,                            -87.270,                           -2.907,                            198.300,                              363.000,                                0.000,                               -16.936,                                  221.632,                     4.140,                 14773.313,                    178.521,                           0.000,                           0.429,               10.256,            0.000,            0.000,                  0.014,                0.000,            3.058,            0.753,                   ,                28.001,                57.039,                89.241,                45.001,                30.004,                18.011,      17.221,      26.839,     102.128,      45.144,      19.925,       8.614,          757.077,          165.451,             730.183,           3.785,           1.489,              8.762,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,       1024.841,               0.000,              0.000,        0.000,         150.000,                           0.000,               0.000,                       0.000,                       0.000,       1.000,       1.000,                1652.711,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 14.037,                        0.000,                        0.000,                                   2080.032
